degree_id,is_special,name,path,degree_achievement_id,category_id,is_premium,locale_jpn,locale_eng,locale_kor,locale_chs,locale_cht,locale_fre,locale_ita,locale_ger,locale_spa
110006,0,DEG_新たなる世界へ,degree_110006,DAT_110006,4000,0,1,1,1,1,1,1,1,1,1
110007,0,DEG_イズニア国を救いし者,degree_110007,DAT_110007,4000,0,1,1,1,1,1,1,1,1,1
110008,0,DEG_アイアロンの反逆者,degree_110008,DAT_110008,4000,0,1,1,1,1,1,1,1,1,1
110009,0,DEG_ナテラの勇者,degree_110009,DAT_110009,4000,0,1,1,1,1,1,1,1,1,1
110010,0,DEG_天地を繋ぎし者,degree_110010,DAT_110010,4000,0,1,1,1,1,1,1,1,1,1
110011,0,DEG_宿命に呑まれし者,degree_110011,DAT_110011,4000,0,1,1,1,1,1,1,1,1,1
110012,0,DEG_暗黒を超えし者,degree_110012,DAT_110012,4000,0,1,1,1,1,1,1,1,1,1
110013,0,DEG_安寧を射ち抜きし者,degree_110013,DAT_110013,4000,0,1,1,1,1,1,1,1,1,1
110014,0,DEG_楽宴を覆せし者,degree_110014,DAT_110014,4000,0,1,1,1,1,1,1,1,1,1
110015,0,DEG_学園に向き合いし者,degree_110015,DAT_110015,4000,0,1,1,1,1,1,1,1,1,1
110016,0,DEG_因果に立ち会いし者,degree_110016,DAT_110016,4000,0,1,1,1,1,1,1,1,1,1
110017,0,DEG_粛清に復讐せし者,degree_110017,DAT_110017,4000,0,1,1,1,1,1,1,1,1,1
110018,1,DEG_因果を断ち切りし者,degree_110018,,4000,0,1,1,1,1,1,1,1,1,1
120001,1,DEG_石火の九尾,degree_120001,,4050,0,1,1,1,1,1,1,1,1,1
120002,1,DEG_箱入り女王,degree_120002,,4050,0,1,1,1,1,1,1,1,1,1
120003,1,DEG_運命の宿導師,degree_120003,,4050,0,1,1,1,1,1,1,1,1,1
120004,1,DEG_五色絢爛,degree_120004,,4050,0,1,1,1,1,1,1,1,1,1
120005,1,DEG_《恋人》のアルカナゴッド,degree_120005,,4050,0,1,1,1,1,1,1,1,1,1
120006,1,DEG_狂気の殲滅者,degree_120006,,4050,0,1,1,1,1,1,1,1,1,1
120007,1,DEG_死という救済,degree_120007,,4050,0,1,1,1,1,1,1,1,1,1
120008,1,DEG_遺物の担い手,degree_120008,,4050,0,1,1,1,1,1,1,1,1,1
120011,1,DEG_キレイを愛でる者,degree_120011,,4050,0,1,1,1,1,1,1,1,1,1
120012,1,DEG_高まる炎将,degree_120012,,4050,0,1,1,1,1,1,1,1,1,1
120013,1,DEG_美麗なる魔導師,degree_120013,,4050,0,1,1,1,1,1,1,1,1,1
120014,1,DEG_落涙より迅く,degree_120014,,4050,0,1,1,1,1,1,1,1,1,1
120015,1,DEG_いのち、めぐり,degree_120015,,4050,0,1,1,1,1,1,1,1,1,1
120016,1,DEG_唯一つの金色,degree_120016,,4050,0,1,1,1,1,1,1,1,1,1
120017,1,DEG_仮面の聖女,degree_120017,,4050,0,1,1,1,1,1,1,1,1,1
120018,1,DEG_水銀の戦乙女,degree_120018,,4050,0,1,1,1,1,1,1,1,1,1
120021,1,DEG_仁義,degree_120021,,4050,0,1,1,1,1,1,1,1,1,1
120022,1,DEG_自由への出航,degree_120022,,4050,0,1,1,1,1,1,1,1,1,1
120023,1,DEG_叡智の解体者,degree_120023,,4050,0,1,1,1,1,1,1,1,1,1
120024,1,DEG_輝ける金色,degree_120024,,4050,0,1,1,1,1,1,1,1,1,1
120025,1,DEG_死者たちの女王,degree_120025,,4050,0,1,1,1,1,1,1,1,1,1
120026,1,DEG_封印の獣,degree_120026,,4050,0,1,1,1,1,1,1,1,1,1
120027,1,DEG_華麗に、優雅に,degree_120027,,4050,0,1,1,1,1,1,1,1,1,1
120028,1,DEG_弾哭,degree_120028,,4050,0,1,1,1,1,1,1,1,1,1
122001,1,DEG_繚乱なる白刃,degree_122001,,4050,1,1,1,1,1,1,1,1,1,1
122002,1,DEG_絢爛の独眼竜,degree_122002,,4050,1,1,1,1,1,1,1,1,1,1
121001,1,DEG_ゲット・エブリシング・バック！,degree_121001,,4050,0,1,1,1,1,1,1,1,1,1
121002,1,DEG_アクセル、セット！,degree_121002,,4050,0,1,1,1,1,1,1,1,1,1
121003,1,DEG_空願う翼,degree_121003,,4050,0,1,1,1,1,1,1,1,1,1
121004,1,DEG_秘剣・現世生化粧,degree_121004,,4050,0,1,1,1,1,1,1,1,1,1
121005,1,DEG_ブラッド・アーツ,degree_121005,,4050,0,1,1,1,1,1,1,1,1,1
121006,1,DEG_イグニッション、セット！,degree_121006,,4050,0,1,1,1,1,1,1,1,1,1
121007,1,DEG_名も無き怪物,degree_121007,,4050,0,1,1,1,1,1,1,1,1,1
123001,1,DEG_ブレイドライツ騎士団団長,degree_123001,,4050,0,1,1,1,1,1,1,1,1,1
123002,1,DEG_蒼奏の四,degree_123002,,4050,0,1,1,1,1,1,1,1,1,1
123003,1,DEG_治安の担い手,degree_123003,,4050,0,1,1,1,1,1,1,1,1,1
123004,1,DEG_流れを禊ぐ者,degree_123004,,4050,0,1,1,1,1,1,1,1,1,1
123005,1,DEG_化生八足蜘蛛斬り作法,degree_123005,,4050,0,1,1,1,1,1,1,1,1,1
201001,0,DEG_脱初心者,degree_201001,DAT_201001,4100,0,1,1,1,1,1,1,1,1,1
201002,0,DEG_修行中,degree_201002,DAT_201002,4100,0,1,1,1,1,1,1,1,1,1
201003,0,DEG_挑戦者,degree_201003,DAT_201003,4100,0,1,1,1,1,1,1,1,1,1
201004,0,DEG_勝利の探求者,degree_201004,DAT_201004,4100,0,1,1,1,1,1,1,1,1,1
201005,0,DEG_天下無双,degree_201005,DAT_201005,4100,0,1,1,1,1,1,1,1,1,1
300007,0,DEG_理を外れし者,degree_300007,DAT_300007,4100,0,1,1,1,1,1,1,1,1,1
300006,0,DEG_至高のPick,degree_300006,DAT_300006,4100,0,1,1,1,1,1,1,1,1,1
300001,0,DEG_二択の玄人,degree_300001,DAT_300001,4100,0,1,1,1,1,1,1,1,1,1
300022,0,DEG_Open_6_Master,degree_300022,DAT_300022,4100,0,1,1,1,1,1,1,1,1,1
300023,0,DEG_選抜の巧者,degree_300023,DAT_300023,4100,0,1,1,1,1,1,1,1,1,1
300002,0,DEG_Master of Shadowverse,degree_300002,DAT_300002,4100,0,1,1,1,1,1,1,1,1,1
300055,1,DEG_CrossOver_Master,degree_300055,,4100,0,1,1,1,1,1,1,1,1,1
202001,0,DEG_届かぬ祈り,degree_202001,,4000,0,1,1,1,1,1,1,1,1,1
202002,0,DEG_適応力,degree_202002,,4000,0,1,1,1,1,1,1,1,1,1
202003,0,DEG_勝ちたい,degree_202003,,4000,0,1,1,1,1,1,1,1,1,1
203001,0,DEG_憤怒,degree_203001,,4000,0,1,1,1,1,1,1,1,1,1
203002,0,DEG_勝ち越したい,degree_203002,,4000,0,1,1,1,1,1,1,1,1,1
203003,0,DEG_初心者です,degree_203003,,4000,0,1,1,1,1,1,1,1,1,1
204001,0,DEG_悶える,degree_204001,,4000,0,1,1,1,1,1,1,1,1,1
204002,0,DEG_煽り歓迎,degree_204002,,4000,0,1,1,1,1,1,1,1,1,1
204003,0,DEG_エンジョイ勢,degree_204003,,4000,0,1,1,1,1,1,1,1,1,1
204004,0,DEG_ガチ勢,degree_204004,,4000,0,1,1,1,1,1,1,1,1,1
300003,1,DEG_始まりに集いし者,degree_300003,,4000,0,1,1,1,1,1,1,1,1,1
300008,1,DEG_Grand Master WLD,degree_300008,,4300,0,1,1,1,1,1,1,1,1,1
300009,1,DEG_Grand Master SFL,degree_300009,,4300,0,1,1,1,1,1,1,1,1,1
300010,1,DEG_Grand Master CGS ローテーション,degree_300010,,4300,0,1,1,1,1,1,1,1,1,1
300011,1,DEG_Grand Master CGS アンリミテッド,degree_300011,,4300,0,1,1,1,1,1,1,1,1,1
300012,1,DEG_Grand Master 起源の光 終焉の闇 ローテーション,degree_300012,,4300,0,1,1,1,1,1,1,1,1,1
300013,1,DEG_Grand Master 起源の光 終焉の闇 アンリミテッド,degree_300013,,4300,0,1,1,1,1,1,1,1,1,1
300014,1,DEG_Grand Master BOS ローテーション,degree_300014,,4300,0,1,1,1,1,1,1,1,1,1
300015,1,DEG_Grand Master BOS アンリミテッド,degree_300015,,4300,0,1,1,1,1,1,1,1,1,1
300016,1,DEG_Grand Master OOT ローテーション,degree_300016,,4300,0,1,1,1,1,1,1,1,1,1
300017,1,DEG_Grand Master OOT アンリミテッド,degree_300017,,4300,0,1,1,1,1,1,1,1,1,1
300018,1,DEG_Grand Master ALT ローテーション,degree_300018,,4300,0,1,1,1,1,1,1,1,1,1
300019,1,DEG_Grand Master ALT アンリミテッド,degree_300019,,4300,0,1,1,1,1,1,1,1,1,1
300020,1,DEG_Grand_Master_STR_ローテーション,degree_300020,,4300,0,1,1,1,1,1,1,1,1,1
300021,1,DEG_Grand_Master_STR_アンリミテッド,degree_300021,,4300,0,1,1,1,1,1,1,1,1,1
300024,1,DEG_Grand_Master_ROG_ローテーション,degree_300024,,4300,0,1,1,1,1,1,1,1,1,1
300025,1,DEG_Grand_Master_ROG_アンリミテッド,degree_300025,,4300,0,1,1,1,1,1,1,1,1,1
300026,1,DEG_Grand_Master_VEC_ローテーション,degree_300026,,4300,0,1,1,1,1,1,1,1,1,1
300027,1,DEG_Grand_Master_VEC_アンリミテッド,degree_300027,,4300,0,1,1,1,1,1,1,1,1,1
300028,1,DEG_Grand_Master_UCL_ローテーション,degree_300028,,4300,0,1,1,1,1,1,1,1,1,1
300029,1,DEG_Grand_Master_UCL_アンリミテッド,degree_300029,,4300,0,1,1,1,1,1,1,1,1,1
300030,1,DEG_Challenge_Master_UCL,degree_300030,,4300,0,1,1,1,1,1,1,1,1,1
300031,1,DEG_Grand_Master_WUP_ローテーション,degree_300031,,4300,0,1,1,1,1,1,1,1,1,1
300032,1,DEG_Grand_Master_WUP_アンリミテッド,degree_300032,,4300,0,1,1,1,1,1,1,1,1,1
300033,1,DEG_Challenge_Master_WUP,degree_300033,,4300,0,1,1,1,1,1,1,1,1,1
300034,1,DEG_Grand_Master_FOH_ローテーション,degree_300034,,4300,0,1,1,1,1,1,1,1,1,1
300035,1,DEG_Grand_Master_FOH_アンリミテッド,degree_300035,,4300,0,1,1,1,1,1,1,1,1,1
300036,1,DEG_Challenge_Master_FOH,degree_300036,,4300,0,1,1,1,1,1,1,1,1,1
300037,1,DEG_Grand_Master_SOR_ローテーション,degree_300037,,4300,0,1,1,1,1,1,1,1,1,1
300038,1,DEG_Grand_Master_SOR_アンリミテッド,degree_300038,,4300,0,1,1,1,1,1,1,1,1,1
300039,1,DEG_Challenge_Master_SOR,degree_300039,,4300,0,1,1,1,1,1,1,1,1,1
300040,1,DEG_Grand_Master_ETA_ローテーション,degree_300040,,4300,0,1,1,1,1,1,1,1,1,1
300041,1,DEG_Grand_Master_ETA_アンリミテッド,degree_300041,,4300,0,1,1,1,1,1,1,1,1,1
300042,1,DEG_Challenge_Master_ETA,degree_300042,,4300,0,1,1,1,1,1,1,1,1,1
300043,1,DEG_Grand_Master_DOV_ローテーション,degree_300043,,4300,0,1,1,1,1,1,1,1,1,1
300044,1,DEG_Grand_Master_DOV_アンリミテッド,degree_300044,,4300,0,1,1,1,1,1,1,1,1,1
300045,1,DEG_Challenge_Master_DOV,degree_300045,,4300,0,1,1,1,1,1,1,1,1,1
300046,1,DEG_Grand_Master_RSC_ローテーション,degree_300046,,4300,0,1,1,1,1,1,1,1,1,1
300047,1,DEG_Grand_Master_RSC_アンリミテッド,degree_300047,,4300,0,1,1,1,1,1,1,1,1,1
300048,1,DEG_Challenge_Master_RSC,degree_300048,,4300,0,1,1,1,1,1,1,1,1,1
300049,1,DEG_Grand_Master_DOC_ローテーション,degree_300049,,4300,0,1,1,1,1,1,1,1,1,1
300050,1,DEG_Grand_Master_DOC_アンリミテッド,degree_300050,,4300,0,1,1,1,1,1,1,1,1,1
300051,1,DEG_Challenge_Master_DOC,degree_300051,,4300,0,1,1,1,1,1,1,1,1,1
300052,1,DEG_Grand_Master_OOS_ローテーション,degree_300052,,4300,0,1,1,1,1,1,1,1,1,1
300053,1,DEG_Grand_Master_OOS_アンリミテッド,degree_300053,,4300,0,1,1,1,1,1,1,1,1,1
300054,1,DEG_Challenge_Master_OOS,degree_300054,,4300,0,1,1,1,1,1,1,1,1,1
300056,1,DEG_Grand_Master_EOP_ローテーション,degree_300056,,4300,0,1,1,1,1,1,1,1,1,1
300057,1,DEG_Grand_Master_EOP_アンリミテッド,degree_300057,,4300,0,1,1,1,1,1,1,1,1,1
300058,1,DEG_Challenge_Master_EOP,degree_300058,,4300,0,1,1,1,1,1,1,1,1,1
300059,1,DEG_Grand_Master_RGW_ローテーション,degree_300059,,4300,0,1,1,1,1,1,1,1,1,1
300060,1,DEG_Grand_Master_RGW_アンリミテッド,degree_300060,,4300,0,1,1,1,1,1,1,1,1,1
300061,1,DEG_Challenge_Master_RGW,degree_300061,,4300,0,1,1,1,1,1,1,1,1,1
300062,1,DEG_Grand_Master_CDB_ローテーション,degree_300062,,4300,0,1,1,1,1,1,1,1,1,1
300063,1,DEG_Grand_Master_CDB_アンリミテッド,degree_300063,,4300,0,1,1,1,1,1,1,1,1,1
300064,1,DEG_Challenge_Master_CDB,degree_300064,,4300,0,1,1,1,1,1,1,1,1,1
300065,1,DEG_Grand_Master_EAA_ローテーション,degree_300065,,4300,0,1,1,1,1,1,1,1,1,1
300066,1,DEG_Grand_Master_EAA_アンリミテッド,degree_300066,,4300,0,1,1,1,1,1,1,1,1,1
300067,1,DEG_Challenge_Master_EAA,degree_300067,,4300,0,1,1,1,1,1,1,1,1,1
300068,1,DEG_Grand_Master_AOA_ローテーション,degree_300068,,4300,0,1,1,1,1,1,1,1,1,1
300069,1,DEG_Grand_Master_AOA_アンリミテッド,degree_300069,,4300,0,1,1,1,1,1,1,1,1,1
300070,1,DEG_Challenge_Master_AOA,degree_300070,,4300,0,1,1,1,1,1,1,1,1,1
300071,1,DEG_Grand_Master_HOR_ローテーション,degree_300071,,4300,0,1,1,1,1,1,1,1,1,1
300072,1,DEG_Grand_Master_HOR_アンリミテッド,degree_300072,,4300,0,1,1,1,1,1,1,1,1,1
300073,1,DEG_Challenge_Master_HOR,degree_300073,,4300,0,1,1,1,1,1,1,1,1,1
300074,1,DEG_Grand_Master_ORS_ローテーション,degree_300074,,4300,0,1,1,1,1,1,1,1,1,1
300075,1,DEG_Grand_Master_ORS_アンリミテッド,degree_300075,,4300,0,1,1,1,1,1,1,1,1,1
300076,1,DEG_Challenge_Master_ORS,degree_300076,,4300,0,1,1,1,1,1,1,1,1,1
300077,1,DEG_Grand_Master_RSL_ローテーション,degree_300077,,4300,0,1,1,1,1,1,1,1,1,1
300078,1,DEG_Grand_Master_RSL_アンリミテッド,degree_300078,,4300,0,1,1,1,1,1,1,1,1,1
300079,1,DEG_Challenge_Master_RSL,degree_300079,,4300,0,1,1,1,1,1,1,1,1,1
300080,1,DEG_Grand_Master_HOS_ローテーション,degree_300080,,4300,0,1,1,1,1,1,1,1,1,1
300081,1,DEG_Grand_Master_HOS_アンリミテッド,degree_300081,,4300,0,1,1,1,1,1,1,1,1,1
300082,1,DEG_Challenge_Master_HOS,degree_300082,,4300,0,1,1,1,1,1,1,1,1,1
300083,1,DEG_Grand_Master_1st_タイムスリップローテーション,degree_300083,,4300,0,1,1,1,1,1,1,1,1,1
300084,1,DEG_Grand_Master_1st_アンリミテッド,degree_300084,,4300,0,1,1,1,1,1,1,1,1,1
300085,1,DEG_Grand_Master_2nd_タイムスリップローテーション,degree_300085,,4300,0,1,1,1,1,1,1,1,1,1
300086,1,DEG_Grand_Master_2nd_アンリミテッド,degree_300086,,4300,0,1,1,1,1,1,1,1,1,1
300087,1,DEG_Grand_Master_3rd_タイムスリップローテーション,degree_300087,,4300,0,1,1,1,1,1,1,1,1,1
300088,1,DEG_Grand_Master_3rd_アンリミテッド,degree_300088,,4300,0,1,1,1,1,1,1,1,1,1
300200,1,DEG_Challenge_Master_19th,degree_300200,,4300,0,1,1,1,1,1,1,1,1,1
300089,1,DEG_Grand_Master_4th_タイムスリップローテーション,degree_300089,,4300,0,1,1,1,1,1,1,1,1,1
300090,1,DEG_Grand_Master_4th_アンリミテッド,degree_300090,,4300,0,1,1,1,1,1,1,1,1,1
300091,1,DEG_Grand_Master_5th_タイムスリップローテーション,degree_300091,,4300,0,1,1,1,1,1,1,1,1,1
300092,1,DEG_Grand_Master_5th_アンリミテッド,degree_300092,,4300,0,1,1,1,1,1,1,1,1,1
300093,1,DEG_Grand_Master_6th_タイムスリップローテーション,degree_300093,,4300,0,1,1,1,1,1,1,1,1,1
300094,1,DEG_Grand_Master_6th_アンリミテッド,degree_300094,,4300,0,1,1,1,1,1,1,1,1,1
300201,1,DEG_Challenge_Master_20th,degree_300201,,4300,0,1,1,1,1,1,1,1,1,1
300095,1,DEG_Grand_Master_7th_タイムスリップローテーション,degree_300095,,4300,0,1,1,1,1,1,1,1,1,1
300096,1,DEG_Grand_Master_7th_アンリミテッド,degree_300096,,4300,0,1,1,1,1,1,1,1,1,1
300097,1,DEG_Grand_Master_8th_タイムスリップローテーション,degree_300097,,4300,0,1,1,1,1,1,1,1,1,1
300098,1,DEG_Grand_Master_8th_アンリミテッド,degree_300098,,4300,0,1,1,1,1,1,1,1,1,1
300099,1,DEG_Grand_Master_9th_タイムスリップローテーション,degree_300099,,4300,0,1,1,1,1,1,1,1,1,1
300100,1,DEG_Grand_Master_9th_アンリミテッド,degree_300100,,4300,0,1,1,1,1,1,1,1,1,1
300202,1,DEG_Challenge_Master_21st,degree_300202,,4300,0,1,1,1,1,1,1,1,1,1
300101,1,DEG_Grand_Master_10th_タイムスリップローテーション,degree_300101,,4300,0,1,1,1,1,1,1,1,1,1
300102,1,DEG_Grand_Master_10th_アンリミテッド,degree_300102,,4300,0,1,1,1,1,1,1,1,1,1
300103,1,DEG_Grand_Master_11st_タイムスリップローテーション,degree_300103,,4300,0,1,1,1,1,1,1,1,1,1
300104,1,DEG_Grand_Master_11st_アンリミテッド,degree_300104,,4300,0,1,1,1,1,1,1,1,1,1
300105,1,DEG_Grand_Master_12nd_タイムスリップローテーション,degree_300105,,4300,0,1,1,1,1,1,1,1,1,1
300106,1,DEG_Grand_Master_12nd_アンリミテッド,degree_300106,,4300,0,1,1,1,1,1,1,1,1,1
300203,1,DEG_Challenge_Master_22nd,degree_300203,,4300,0,1,1,1,1,1,1,1,1,1
300107,1,DEG_Grand_Master_13rd_タイムスリップローテーション,degree_300107,,4300,0,1,1,1,1,1,1,1,1,1
300108,1,DEG_Grand_Master_13rd_アンリミテッド,degree_300108,,4300,0,1,1,1,1,1,1,1,1,1
300109,1,DEG_Grand_Master_14th_タイムスリップローテーション,degree_300109,,4300,0,1,1,1,1,1,1,1,1,1
300110,1,DEG_Grand_Master_14th_アンリミテッド,degree_300110,,4300,0,1,1,1,1,1,1,1,1,1
300111,1,DEG_Grand_Master_15th_タイムスリップローテーション,degree_300111,,4300,0,1,1,1,1,1,1,1,1,1
300112,1,DEG_Grand_Master_15th_アンリミテッド,degree_300112,,4300,0,1,1,1,1,1,1,1,1,1
300204,1,DEG_Challenge_Master_23rd,degree_300204,,4300,0,1,1,1,1,1,1,1,1,1
300113,1,DEG_Grand_Master_16th_タイムスリップローテーション,degree_300113,,4300,0,1,1,1,1,1,1,1,1,1
300114,1,DEG_Grand_Master_16th_アンリミテッド,degree_300114,,4300,0,1,1,1,1,1,1,1,1,1
300115,1,DEG_Grand_Master_17th_タイムスリップローテーション,degree_300115,,4300,0,1,1,1,1,1,1,1,1,1
300116,1,DEG_Grand_Master_17th_アンリミテッド,degree_300116,,4300,0,1,1,1,1,1,1,1,1,1
300117,1,DEG_Grand_Master_18th_タイムスリップローテーション,degree_300117,,4300,0,1,1,1,1,1,1,1,1,1
300118,1,DEG_Grand_Master_18th_アンリミテッド,degree_300118,,4300,0,1,1,1,1,1,1,1,1,1
300205,1,DEG_Challenge_Master_24th,degree_300205,,4300,0,1,1,1,1,1,1,1,1,1
300119,1,DEG_Grand_Master_19th_タイムスリップローテーション,degree_300119,,4300,0,1,1,1,1,1,1,1,1,1
300120,1,DEG_Grand_Master_19th_アンリミテッド,degree_300120,,4300,0,1,1,1,1,1,1,1,1,1
300121,1,DEG_Grand_Master_20th_タイムスリップローテーション,degree_300121,,4300,0,1,1,1,1,1,1,1,1,1
300122,1,DEG_Grand_Master_20th_アンリミテッド,degree_300122,,4300,0,1,1,1,1,1,1,1,1,1
300123,1,DEG_Grand_Master_21st_タイムスリップローテーション,degree_300123,,4300,0,1,1,1,1,1,1,1,1,1
300124,1,DEG_Grand_Master_21st_アンリミテッド,degree_300124,,4300,0,1,1,1,1,1,1,1,1,1
300206,1,DEG_Challenge_Master_25th,degree_300206,,4300,0,1,1,1,1,1,1,1,1,1
300125,1,DEG_Grand_Master_22nd_タイムスリップローテーション,degree_300125,,4300,0,1,1,1,1,1,1,1,1,1
300126,1,DEG_Grand_Master_22nd_アンリミテッド,degree_300126,,4300,0,1,1,1,1,1,1,1,1,1
300127,1,DEG_Grand_Master_23rd_タイムスリップローテーション,degree_300127,,4300,0,1,1,1,1,1,1,1,1,1
300128,1,DEG_Grand_Master_23rd_アンリミテッド,degree_300128,,4300,0,1,1,1,1,1,1,1,1,1
300129,1,DEG_Grand_Master_24th_タイムスリップローテーション,degree_300129,,4300,0,1,1,1,1,1,1,1,1,1
300130,1,DEG_Grand_Master_24th_アンリミテッド,degree_300130,,4300,0,1,1,1,1,1,1,1,1,1
300207,1,DEG_Challenge_Master_26th,degree_300207,,4300,0,1,1,1,1,1,1,1,1,1
300005,1,DEG_しゃどばすチャンネラー,degree_300005,,4200,0,1,1,1,1,1,1,1,1,1
301201,1,DEG_バレットスパイク,degree_301201,,4200,0,1,1,1,1,1,1,1,1,1
301202,1,DEG_蒼い翡翠,degree_301202,,4200,0,1,1,1,1,1,1,1,1,1
301203,1,DEG_欺く紫煙,degree_301203,,4200,0,1,1,1,1,1,1,1,1,1
301204,1,DEG_不抜の拳,degree_301204,,4200,0,1,1,1,1,1,1,1,1,1
301205,1,DEG_最終最凶,degree_301205,,4200,0,1,1,1,1,1,1,1,1,1
301206,1,DEG_爪弾く闘争の輪舞曲,degree_301206,,4200,0,1,1,1,1,1,1,1,1,1
301207,1,DEG_ウルトラお嬢様,degree_301207,,4200,0,1,1,1,1,1,1,1,1,1
301301,1,DEG_双剣の弓兵,degree_301301,,4200,0,1,1,1,1,1,1,1,1,1
301302,1,DEG_朱槍の槍兵,degree_301302,,4200,0,1,1,1,1,1,1,1,1,1
301303,1,DEG_アベレージ・ワン,degree_301303,,4200,0,1,1,1,1,1,1,1,1,1
301304,1,DEG_誇り高き剣士,degree_301304,,4200,0,1,1,1,1,1,1,1,1,1
301305,1,DEG_漆黒の剣士,degree_301305,,4200,0,1,1,1,1,1,1,1,1,1
301306,1,DEG_魔眼の騎兵,degree_301306,,4200,0,1,1,1,1,1,1,1,1,1
301307,1,DEG_アインツベルンの少女,degree_301307,,4200,0,1,1,1,1,1,1,1,1,1
