sleeve_id,sleeve_name,path,category_id,is_premium,locale_jpn,locale_eng,locale_kor,locale_chs,locale_cht,locale_fre,locale_ita,locale_ger,locale_spa
3000056,SN_最後の吸血鬼・ユリアス,sleeve_3000056,4400,0,1,1,1,1,1,1,1,1,1
3000086,SN_新リーダースキン_ユリアス,sleeve_3000086,4100,0,1,1,1,1,1,1,1,1,1
3000037,SN_イリススリーブ,sleeve_3000037,4000,0,1,1,1,1,1,1,1,1,1
3000057,SN_救いの司祭・イリス,sleeve_3000057,4400,0,1,1,1,1,1,1,1,1,1
3000087,SN_新リーダースキン_イリス,sleeve_3000087,4100,0,1,1,1,1,1,1,1,1,1
3000038,SN_ユアンスリーブ,sleeve_3000038,4000,0,1,1,1,1,1,1,1,1,1
3000058,SN_次元を超えし者・ユアン,sleeve_3000058,4400,0,1,1,1,1,1,1,1,1,1
3000088,SN_新リーダースキン_ユアン,sleeve_3000088,4100,0,1,1,1,1,1,1,1,1,1
3000039,SN_ネクサススリーブ,sleeve_3000039,4000,0,1,1,1,1,1,1,1,1,1
500023,SN_エレノアスリーブ,sleeve_500023,4000,0,1,1,1,1,1,1,1,1,1
500024,SN_天外の華,sleeve_500024,4000,0,1,1,1,1,1,1,1,1,1
500030,SN_メイシアスリーブ,sleeve_500030,4000,0,1,1,1,1,1,1,1,1,1
500031,SN_セタススリーブ,sleeve_500031,4000,0,1,1,1,1,1,1,1,1,1
500033,SN_ニコラスリーブ,sleeve_500033,4000,0,1,1,1,1,1,1,1,1,1
500034,SN_マーロンスリーブ,sleeve_500034,4000,0,1,1,1,1,1,1,1,1,1
500035,SN_リオードスリーブ,sleeve_500035,4000,0,1,1,1,1,1,1,1,1,1
500040,SN_モノスリーブ,sleeve_500040,4000,0,1,1,1,1,1,1,1,1,1
500041,SN_テトラスリーブ,sleeve_500041,4000,0,1,1,1,1,1,1,1,1,1
500050,SN_エンネアスリーブ,sleeve_500050,4000,0,1,1,1,1,1,1,1,1,1
500046,SN_ベルフォメットスリーブ,sleeve_500046,4000,0,1,1,1,1,1,1,1,1,1
500047,SN_ティシポネースリーブ,sleeve_500047,4000,0,1,1,1,1,1,1,1,1,1
500048,SN_アレークトスリーブ,sleeve_500048,4000,0,1,1,1,1,1,1,1,1,1
500049,SN_メガイラスリーブ,sleeve_500049,4000,0,1,1,1,1,1,1,1,1,1
500101,SN_ベイリオンスリーブ,sleeve_500101,4000,0,1,1,1,1,1,1,1,1,1
500102,SN_ヴァイディスリーブ,sleeve_500102,4000,0,1,1,1,1,1,1,1,1,1
500103,SN_ラティカスリーブ,sleeve_500103,4000,0,1,1,1,1,1,1,1,1,1
500104,SN_ミストリナスリーブ,sleeve_500104,4000,0,1,1,1,1,1,1,1,1,1
500105,SN_ムニャールスリーブ,sleeve_500105,4000,0,1,1,1,1,1,1,1,1,1
500106,SN_ジーナスリーブ,sleeve_500106,4000,0,1,1,1,1,1,1,1,1,1
200000008,SN_二人の覚悟,sleeve_200000008,4000,0,1,1,1,1,1,1,1,1,1
500211,SN_融合ベルフォメットスリーブ,sleeve_500211,4000,0,1,1,1,1,1,1,1,1,1
500301,SN_バニースリーブ,sleeve_500301,4000,0,1,1,1,1,1,1,1,1,1
500302,SN_バロンスリーブ,sleeve_500302,4000,0,1,1,1,1,1,1,1,1,1
500304,SN_マイザースリーブ,sleeve_500304,4000,0,1,1,1,1,1,1,1,1,1
500305,SN_セリーナスリーブ,sleeve_500305,4000,0,1,1,1,1,1,1,1,1,1
500306,SN_イルガンノスリーブ,sleeve_500306,4000,0,1,1,1,1,1,1,1,1,1
500308,SN_ナハト・ナハトスリーブ,sleeve_500308,4000,0,1,1,1,1,1,1,1,1,1
500309,SN_ヴィンセントスリーブ,sleeve_500309,4000,0,1,1,1,1,1,1,1,1,1
500310,SN_アイシィレンドリングスリーブ2,sleeve_500310,4000,0,1,1,1,1,1,1,1,1,1
500601,SN_アイシィレンドリング（異形）スリーブ,sleeve_500601,4000,0,1,1,1,1,1,1,1,1,1
200000018,SN_ゼシルウェンシー,sleeve_200000018,4400,0,1,1,1,1,1,1,1,1,1
200000015,SN_アイシィレンドリングスリーブ,sleeve_200000015,4000,0,1,1,1,1,1,1,1,1,1
200000019,SN_通じ合う心,sleeve_200000019,4000,0,1,1,1,1,1,1,1,1,1
500401,SN_セッカスリーブ,sleeve_500401,4000,0,1,1,1,1,1,1,1,1,1
500402,SN_ドラークスリーブ,sleeve_500402,4000,0,1,1,1,1,1,1,1,1,1
500403,SN_カゲロウスリーブ,sleeve_500403,4000,0,1,1,1,1,1,1,1,1,1
500404,SN_アルザードスリーブ,sleeve_500404,4000,0,1,1,1,1,1,1,1,1,1
500405,SN_ツキカゲスリーブ,sleeve_500405,4000,0,1,1,1,1,1,1,1,1,1
500307,SN_フローゼススリーブ,sleeve_500307,4000,0,1,1,1,1,1,1,1,1,1
200000022,SN_安寧の揺り籠へ,sleeve_200000022,4000,0,1,1,1,1,1,1,1,1,1
500701,SN_イツルギスリーブ,sleeve_500701,4000,0,1,1,1,1,1,1,1,1,1
500702,SN_ミズチスリーブ,sleeve_500702,4000,0,1,1,1,1,1,1,1,1,1
500703,SN_スーロンスリーブ,sleeve_500703,4000,0,1,1,1,1,1,1,1,1,1
500704,SN_アンサージュスリーブ,sleeve_500704,4000,0,1,1,1,1,1,1,1,1,1
500706,SN_タケツミスリーブ,sleeve_500706,4000,0,1,1,1,1,1,1,1,1,1
500712,SN_タケツミ（異形）スリーブ,sleeve_500712,4000,0,1,1,1,1,1,1,1,1,1
200000031,SN_漆黒と断罪,sleeve_200000031,4000,0,1,1,1,1,1,1,1,1,1
500901,SN_ベルディリアスリーブ,sleeve_500901,4000,0,1,1,1,1,1,1,1,1,1
500903,SN_ライルスリーブ,sleeve_500903,4000,0,1,1,1,1,1,1,1,1,1
500904,SN_アマリリススリーブ,sleeve_500904,4000,0,1,1,1,1,1,1,1,1,1
500902,SN_カステルスリーブ,sleeve_500902,4000,0,1,1,1,1,1,1,1,1,1
500905,SN_リリウムスリーブ,sleeve_500905,4000,0,1,1,1,1,1,1,1,1,1
500907,SN_コルネリウススリーブ,sleeve_500907,4000,0,1,1,1,1,1,1,1,1,1
500906,SN_ヴァイススリーブ,sleeve_500906,4000,0,1,1,1,1,1,1,1,1,1
501001,SN_アシュレイスリーブ,sleeve_501001,4000,0,1,1,1,1,1,1,1,1,1
501002,SN_エレナスリーブ,sleeve_501002,4000,0,1,1,1,1,1,1,1,1,1
501003,SN_クラトススリーブ,sleeve_501003,4000,0,1,1,1,1,1,1,1,1,1
501004,SN_サンタテレサスリーブ,sleeve_501004,4000,0,1,1,1,1,1,1,1,1,1
501005,SN_ドラグラムリーブ,sleeve_501005,4000,0,1,1,1,1,1,1,1,1,1
501006,SN_違えぬ幸福,sleeve_501006,4000,0,1,1,1,1,1,1,1,1,1
501101,SN_イズニアスリーブ,sleeve_501101,4000,0,1,1,1,1,1,1,1,1,1
501102,SN_ウェルサスリーブ,sleeve_501102,4000,0,1,1,1,1,1,1,1,1,1
501103,SN_レヴィールスリーブ,sleeve_501103,4000,0,1,1,1,1,1,1,1,1,1
501104,SN_ナテラスリーブ,sleeve_501104,4000,0,1,1,1,1,1,1,1,1,1
501105,SN_ネルヴァスリーブ,sleeve_501105,4000,0,1,1,1,1,1,1,1,1,1
5010002,SN_ダークネス・エボルヴ,sleeve_5010002,4400,0,1,1,1,1,1,1,1,1,1
5010003,SN_バハムート降臨,sleeve_5010003,4400,0,1,1,1,1,1,1,1,1,1
5010004,SN_神々の騒嵐,sleeve_5010004,4400,0,1,1,1,1,1,1,1,1,1
5010005,SN_ワンダーランド・ドリームズ,sleeve_5010005,4400,0,1,1,1,1,1,1,1,1,1
5020005,SN_Grand Master WLD,sleeve_5020005,4400,1,1,1,1,1,1,1,1,1,1
5010006,SN_星神の伝説,sleeve_5010006,4400,0,1,1,1,1,1,1,1,1,1
5020006,SN_Grand Master_SFL,sleeve_5020006,4400,1,1,1,1,1,1,1,1,1,1
5010007,SN_時空転生,sleeve_5010007,4400,0,1,1,1,1,1,1,1,1,1
5020007,SN_Grand Master_CGS,sleeve_5020007,4400,1,1,1,1,1,1,1,1,1,1
5010008,SN_起源の光、終焉の闇,sleeve_5010008,4400,0,1,1,1,1,1,1,1,1,1
5020008,SN_Grand Master DBN,sleeve_5020008,4400,1,1,1,1,1,1,1,1,1,1
5010009,SN_蒼空の騎士,sleeve_5010009,4400,0,1,1,1,1,1,1,1,1,1
5020009,SN_Grand Master BOS,sleeve_5020009,4400,1,1,1,1,1,1,1,1,1,1
5010010,SN_十禍絶傑,sleeve_5010010,4400,0,1,1,1,1,1,1,1,1,1
5020010,SN_Grand Master OOT,sleeve_5020010,4400,1,1,1,1,1,1,1,1,1,1
5010011,SN_次元歪曲,sleeve_5010011,4400,0,1,1,1,1,1,1,1,1,1
5020011,SN_Grand Master ALT,sleeve_5020011,4400,1,1,1,1,1,1,1,1,1,1
5010012,SN_鋼鉄の反逆者,sleeve_5010012,4400,0,1,1,1,1,1,1,1,1,1
5020012,SN_Grand_Master_STR,sleeve_5020012,4400,1,1,1,1,1,1,1,1,1,1
5010013,SN_リバース・オブ・グローリー,sleeve_5010013,4400,0,1,1,1,1,1,1,1,1,1
5020013,SN_Grand_Master_ROG,sleeve_5020013,4400,1,1,1,1,1,1,1,1,1,1
5010014,SN_森羅咆哮,sleeve_5010014,4400,0,1,1,1,1,1,1,1,1,1
5020014,SN_Grand_Master_VEC,sleeve_5020014,4400,1,1,1,1,1,1,1,1,1,1
5010015,SN_アルティメットコロシアム,sleeve_5010015,4400,0,1,1,1,1,1,1,1,1,1
5020015,SN_Grand_Master_UCL,sleeve_5020015,4400,1,1,1,1,1,1,1,1,1,1
5010016,SN_ナテラ崩壊,sleeve_5010016,4400,0,1,1,1,1,1,1,1,1,1
5020016,SN_Grand Master WUP,sleeve_5020016,4400,1,1,1,1,1,1,1,1,1,1
5010017,SN_運命の神々,sleeve_5010017,4400,0,1,1,1,1,1,1,1,1,1
5020017,SN_Grand_Master_FOH,sleeve_5020017,4400,1,1,1,1,1,1,1,1,1,1
5010018,SN_レヴィールの旋風,sleeve_5010018,4400,0,1,1,1,1,1,1,1,1,1
5020018,SN_Grand_Master_SOR,sleeve_5020018,4400,1,1,1,1,1,1,1,1,1,1
5010019,SN_十天覚醒,sleeve_5010019,4400,0,1,1,1,1,1,1,1,1,1
5020019,SN_Grand_Master_ETA,sleeve_5020019,4400,1,1,1,1,1,1,1,1,1,1
5010020,SN_暗黒のウェルサ,sleeve_5010020,4400,0,1,1,1,1,1,1,1,1,1
5020020,SN_Grand_Master_DOV,sleeve_5020020,4400,1,1,1,1,1,1,1,1,1,1
5010021,SN_リナセント・クロニクル,sleeve_5010021,4400,0,1,1,1,1,1,1,1,1,1
5020021,SN_Grand_Master_RSC,sleeve_5020021,4400,1,1,1,1,1,1,1,1,1,1
5010022,SN_災禍を超えし者,sleeve_5010022,4400,0,1,1,1,1,1,1,1,1,1
5020022,SN_Grand_Master_DOC,sleeve_5020022,4400,1,1,1,1,1,1,1,1,1,1
5010023,SN_十禍闘争,sleeve_5010023,4400,0,1,1,1,1,1,1,1,1,1
5020023,SN_Grand_Master_OOS,sleeve_5020023,4400,1,1,1,1,1,1,1,1,1,1
5010024,SN_天象の楽土,sleeve_5010024,4400,0,1,1,1,1,1,1,1,1,1
5020024,SN_Grand_Master_EOP,sleeve_5020024,4400,1,1,1,1,1,1,1,1,1,1
5010025,SN_極天竜鳴,sleeve_5010025,4400,0,1,1,1,1,1,1,1,1,1
5020025,SN_Grand_Master_RGW,sleeve_5020025,4400,1,1,1,1,1,1,1,1,1,1
5010026,SN_天示す竜剣,sleeve_5010026,4400,0,1,1,1,1,1,1,1,1,1
5020026,SN_Grand_Master_CDB,sleeve_5020026,4400,1,1,1,1,1,1,1,1,1,1
5010027,SN_八獄魔境アズヴォルト,sleeve_5010027,4400,0,1,1,1,1,1,1,1,1,1
5020027,SN_Grand_Master_EAA,sleeve_5020027,4400,1,1,1,1,1,1,1,1,1,1
5010028,SN_遥かなる学園,sleeve_5010028,4400,0,1,1,1,1,1,1,1,1,1
5020028,SN_Grand_Master_AOA,sleeve_5020028,4400,1,1,1,1,1,1,1,1,1,1
5010029,SN_ミスタルシアの英雄,sleeve_5010029,4400,0,1,1,1,1,1,1,1,1,1
5020029,SN_Grand_Master_HOR,sleeve_5020029,4400,1,1,1,1,1,1,1,1,1,1
5010030,SN_オーダーシフト,sleeve_5010030,4400,0,1,1,1,1,1,1,1,1,1
5020030,SN_Grand_Master_ORS,sleeve_5020030,4400,1,1,1,1,1,1,1,1,1,1
5010031,SN_リサージェント・レジェンズ,sleeve_5010031,4400,0,1,1,1,1,1,1,1,1,1
5020031,SN_Grand_Master_RSL,sleeve_5020031,4400,1,1,1,1,1,1,1,1,1,1
5010032,SN_ヒーローズ・オブ・シャドウバース,sleeve_5010032,4400,0,1,1,1,1,1,1,1,1,1
5020032,SN_Grand_Master_HOS,sleeve_5020032,4400,1,1,1,1,1,1,1,1,1,1
5030007,SN_Grand Master_CGS_2,sleeve_5030007,4400,1,1,1,1,1,1,1,1,1,1
5030008,SN_Grand Master_DBN_2,sleeve_5030008,4400,1,1,1,1,1,1,1,1,1,1
5030009,SN_Grand Master_BOS_2,sleeve_5030009,4400,1,1,1,1,1,1,1,1,1,1
5030010,SN_Grand Master_OOT_2,sleeve_5030010,4400,1,1,1,1,1,1,1,1,1,1
5030011,SN_Grand Master_ALT_2,sleeve_5030011,4400,1,1,1,1,1,1,1,1,1,1
5030012,SN_Grand_Master_STR_2,sleeve_5030012,4400,1,1,1,1,1,1,1,1,1,1
5030013,SN_Grand_Master_ROG_2,sleeve_5030013,4400,1,1,1,1,1,1,1,1,1,1
5030014,SN_Grand_Master_VEC_2,sleeve_5030014,4400,1,1,1,1,1,1,1,1,1,1
5030015,SN_Grand_Master_UCL_2,sleeve_5030015,4400,1,1,1,1,1,1,1,1,1,1
5030016,SN_Grand Master_WUP_2,sleeve_5030016,4400,1,1,1,1,1,1,1,1,1,1
5030017,SN_Grand_Master_FOH_2,sleeve_5030017,4400,1,1,1,1,1,1,1,1,1,1
5030018,SN_Grand_Master_SOR_2,sleeve_5030018,4400,1,1,1,1,1,1,1,1,1,1
5030019,SN_Grand_Master_ETA_2,sleeve_5030019,4400,1,1,1,1,1,1,1,1,1,1
5030020,SN_Grand_Master_DOV_2,sleeve_5030020,4400,1,1,1,1,1,1,1,1,1,1
5030021,SN_Grand_Master_RSC_2,sleeve_5030021,4400,1,1,1,1,1,1,1,1,1,1
5030022,SN_Grand_Master_DOC_2,sleeve_5030022,4400,1,1,1,1,1,1,1,1,1,1
5030023,SN_Grand_Master_OOS_2,sleeve_5030023,4400,1,1,1,1,1,1,1,1,1,1
5030024,SN_Grand_Master_EOP_2,sleeve_5030024,4400,1,1,1,1,1,1,1,1,1,1
5030025,SN_Grand_Master_RGW_2,sleeve_5030025,4400,1,1,1,1,1,1,1,1,1,1
5030026,SN_Grand_Master_CDB_2,sleeve_5030026,4400,1,1,1,1,1,1,1,1,1,1
5030027,SN_Grand_Master_EAA_2,sleeve_5030027,4400,1,1,1,1,1,1,1,1,1,1
5030028,SN_Grand_Master_AOA_2,sleeve_5030028,4400,1,1,1,1,1,1,1,1,1,1
5030029,SN_Grand_Master_HOR_2,sleeve_5030029,4400,1,1,1,1,1,1,1,1,1,1
5030030,SN_Grand_Master_ORS_2,sleeve_5030030,4400,1,1,1,1,1,1,1,1,1,1
5030031,SN_Grand_Master_RSL_2,sleeve_5030031,4400,1,1,1,1,1,1,1,1,1,1
5030032,SN_Grand_Master_HOS_2,sleeve_5030032,4400,1,1,1,1,1,1,1,1,1,1
5070001,SN_ファントムカードパック,sleeve_5070001,4400,1,1,1,1,1,1,1,1,1,1
5090001,SN_レジェンドカードパック,sleeve_5090001,4400,1,1,1,1,1,1,1,1,1,1
1000110400,SN_ゴリアテ,sleeve_1000110400,4500,0,1,1,1,1,1,1,1,1,1
1002220100,SN_王家の御旗,sleeve_1002220100,4500,0,1,1,1,1,1,1,1,1,1
1004140100,SN_竜の託宣,sleeve_1004140100,4500,0,1,1,1,1,1,1,1,1,1
1005210200,SN_地獄の解放者,sleeve_1005210200,4500,0,1,1,1,1,1,1,1,1,1
1007140200,SN_漆黒の法典,sleeve_1007140200,4500,0,1,1,1,1,1,1,1,1,1
1008240100,SN_人形遣いの糸,sleeve_1008240100,4500,0,1,1,1,1,1,1,1,1,1
900041030,SN_フラム＝グラス,sleeve_900041030,4500,0,1,1,1,1,1,1,1,1,1
900311010,SN_スノーマン,sleeve_900311010,4200,0,1,1,1,1,1,1,1,1,1
900311020,SN_クレイゴーレム,sleeve_900311020,4500,0,1,1,1,1,1,1,1,1,1
101021010,SN_ベルエンジェル,sleeve_101021010,4200,0,1,1,1,1,1,1,1,1,1
101031010,SN_ウルズ,sleeve_101031010,4200,0,1,1,1,1,1,1,1,1,1
1010410200,SN_ルシフェル,sleeve_1010410200,4500,0,1,1,1,1,1,1,1,1,1
1011410200,SN_エンシェントエルフ,sleeve_1011410200,4500,0,1,1,1,1,1,1,1,1,1
1014320200,SN_鳳凰の庭園,sleeve_1014320200,4500,0,1,1,1,1,1,1,1,1,1
900241010,SN_乙姫お守り隊,sleeve_900241010,4200,0,1,1,1,1,1,1,1,1,1
102131030,SN_エルフの少女・リザ,sleeve_102131030,4200,0,1,1,1,1,1,1,1,1,1
102732020,SN_エイラの祈祷,sleeve_102732020,4200,0,1,1,1,1,1,1,1,1,1
103011060,SN_ハンサ,sleeve_103011060,4200,0,1,1,1,1,1,1,1,1,1
103021020,SN_歴戦の傭兵・フィーナ,sleeve_103021020,4200,0,1,1,1,1,1,1,1,1,1
103121030,SN_クリスタリア・リリィ,sleeve_103121030,4200,0,1,1,1,1,1,1,1,1,1
1033310200,SN_プリンセスマナリア・アン,sleeve_1033310200,4500,0,1,1,1,1,1,1,1,1,1
103341010,SN_次元の魔女・ドロシー,sleeve_103341010,4500,0,1,1,1,1,1,1,1,1,1
1034240100,SN_竜の闘気,sleeve_1034240100,4500,0,1,1,1,1,1,1,1,1,1
103431030,SN_伊達政宗,sleeve_103431030,4200,0,1,1,1,1,1,1,1,1,1
103521040,SN_冥守の戦士・カムラ,sleeve_103521040,4200,0,1,1,1,1,1,1,1,1,1
103631030,SN_マステマ,sleeve_103631030,4200,0,1,1,1,1,1,1,1,1,1
900021010,SN_アルティメットキャロット,sleeve_900021010,4400,0,1,1,1,1,1,1,1,1,1
1042410100,SN_不滅の英雄・ローラン,sleeve_1042410100,4500,0,1,1,1,1,1,1,1,1,1
104041020,SN_イスラーフィール,sleeve_104041020,4500,0,1,1,1,1,1,1,1,1,1
104231030,SN_キャプテン・ヴァルフリート,sleeve_104231030,4200,0,1,1,1,1,1,1,1,1,1
104321020,SN_学院の新入生・ルゥ,sleeve_104321020,4200,0,1,1,1,1,1,1,1,1,1
1043410100,SN_言霊遣い・ジンジャー,sleeve_1043410100,4500,0,1,1,1,1,1,1,1,1,1
104431030,SN_ラハブ,sleeve_104431030,4200,0,1,1,1,1,1,1,1,1,1
1044410100,SN_水竜神の巫女,sleeve_1044410100,4500,0,1,1,1,1,1,1,1,1,1
104531020,SN_破魂の少女,sleeve_104531020,4200,0,1,1,1,1,1,1,1,1,1
104621020,SN_バフォメット,sleeve_104621020,4200,0,1,1,1,1,1,1,1,1,1
1046330100,SN_ブラッドムーン,sleeve_1046330100,4500,0,1,1,1,1,1,1,1,1,1
104721020,SN_黄金都市の墓守・ソニア,sleeve_104721020,4200,0,1,1,1,1,1,1,1,1,1
1050310200,SN_白猫の賢者・スノウ,sleeve_1050310200,4200,0,1,1,1,1,1,1,1,1,1
1051230100,SN_茨の森,sleeve_1051230100,4500,0,1,1,1,1,1,1,1,1,1
1051310100,SN_大魔法の妖精・リラ,sleeve_1051310100,4200,0,1,1,1,1,1,1,1,1,1
1051340100,SN_エルフの双撃,sleeve_1051340100,4500,0,1,1,1,1,1,1,1,1,1
1051410100,SN_ビューティ＆ビースト,sleeve_1051410100,4500,0,1,1,1,1,1,1,1,1,1
1052210300,SN_刃ネズミ,sleeve_1052210300,4200,0,1,1,1,1,1,1,1,1,1
105241010,SN_シンデレラ,sleeve_105241010,4500,0,1,1,1,1,1,1,1,1,1
1053410100,SN_オズの大魔女_構築3弾,sleeve_1053410100,4100,0,1,1,1,1,1,1,1,1,1
1054210300,SN_フォートレスキャンサー,sleeve_1054210300,4200,0,1,1,1,1,1,1,1,1,1
1055310200,SN_ジェド・マロース,sleeve_1055310200,4200,0,1,1,1,1,1,1,1,1,1
1056210100,SN_緋色の剣士,sleeve_1056210100,4200,0,1,1,1,1,1,1,1,1,1
1056310100,SN_デモンオフィサー・エメラダ,sleeve_1056310100,4500,0,1,1,1,1,1,1,1,1,1
1056410100,SN_邪悪なる妖精・カラボス,sleeve_1056410100,4500,0,1,1,1,1,1,1,1,1,1
1056410200,SN_昏き底より出でる者_構築3弾,sleeve_1056410200,4100,0,1,1,1,1,1,1,1,1,1
1057410100,SN_スノーホワイトプリンセス,sleeve_1057410100,4500,0,1,1,1,1,1,1,1,1,1
1060330100,SN_天界への階段,sleeve_1060330100,4500,0,1,1,1,1,1,1,1,1,1
1061310200,SN_魔族の少年・ザイン,sleeve_1061310200,4200,0,1,1,1,1,1,1,1,1,1
1061410100,SN_カシオペア_構築3弾,sleeve_1061410100,4100,0,1,1,1,1,1,1,1,1,1
1062410100,SN_静かなる炎将・マーズ_構築3弾,sleeve_1062410100,4100,0,1,1,1,1,1,1,1,1,1
1063110300,SN_マジックオウル,sleeve_1063110300,4500,0,1,1,1,1,1,1,1,1,1
1063310200,SN_暴威のゴーレム,sleeve_1063310200,4200,0,1,1,1,1,1,1,1,1,1
1064110100,SN_竜を育む者・マチルダ,sleeve_1064110100,4200,0,1,1,1,1,1,1,1,1,1
1064410100,SN_原初の竜使い_構築3弾,sleeve_1064410100,4100,0,1,1,1,1,1,1,1,1,1
1065310200,SN_アンドレアルフス,sleeve_1065310200,4200,0,1,1,1,1,1,1,1,1,1
1065410200,SN_滅殺の鎧_構築3弾,sleeve_1065410200,4100,0,1,1,1,1,1,1,1,1,1
1066210200,SN_フェンリル,sleeve_1066210200,4200,0,1,1,1,1,1,1,1,1,1
1067310100,SN_アンドロメダ,sleeve_1067310100,4200,0,1,1,1,1,1,1,1,1,1
1067410100,SN_白翼の守護神・アイテール_構築3弾,sleeve_1067410100,4100,0,1,1,1,1,1,1,1,1,1
1070110300,SN_ハッピーピッグ,sleeve_1070110300,4500,0,1,1,1,1,1,1,1,1,1
1070210100,SN_ホーリーエンジェル・アルテア,sleeve_1070210100,4200,0,1,1,1,1,1,1,1,1,1
1070310100,SN_輝く鐘・ベルエンジェル,sleeve_1070310100,4500,0,1,1,1,1,1,1,1,1,1
1071310100,SN_エルフの鍛冶師・レーネ,sleeve_1071310100,4200,0,1,1,1,1,1,1,1,1,1
1072310100,SN_嵐の槍使い,sleeve_1072310100,4200,0,1,1,1,1,1,1,1,1,1
1073310100,SN_マナリアの生徒会長・ハンナ,sleeve_1073310100,4200,0,1,1,1,1,1,1,1,1,1
1073410100,SN_魔術の始祖・マナリア,sleeve_1073410100,4500,0,1,1,1,1,1,1,1,1,1
1074210200,SN_塔の守護竜・アデール,sleeve_1074210200,4200,0,1,1,1,1,1,1,1,1,1
1075130100,SN_スカルリング,sleeve_1075130100,4500,0,1,1,1,1,1,1,1,1,1
1077410100,SN_希望導く聖乙女・ジャンヌ,sleeve_1077410100,4500,0,1,1,1,1,1,1,1,1,1
1078130100,SN_静謐なる歯車,sleeve_1078130100,4500,0,1,1,1,1,1,1,1,1,1
1078210600,SN_復讐の人形遣い・ノア,sleeve_1078210600,4200,0,1,1,1,1,1,1,1,1,1
1078310100,SN_造られし獣人・サフィラ,sleeve_1078310100,4500,0,1,1,1,1,1,1,1,1,1
1078410200,SN_神秘の番人・スピネ,sleeve_1078410200,4500,0,1,1,1,1,1,1,1,1,1
1078410310,SN_デウスエクスマキナ,sleeve_1078410310,4400,0,1,1,1,1,1,1,1,1,1
1080110200,SN_タルトマン,sleeve_1080110200,4200,0,1,1,1,1,1,1,1,1,1
1080130100,SN_天使の泉,sleeve_1080130100,4500,0,1,1,1,1,1,1,1,1,1
1082210300,SN_魔導狙撃士・ワルツ,sleeve_1082210300,4200,0,1,1,1,1,1,1,1,1,1
1085210100,SN_ビッグソウルハンター,sleeve_1085210100,4500,0,1,1,1,1,1,1,1,1,1
1085310200,SN_常闇の梟,sleeve_1085310200,4200,0,1,1,1,1,1,1,1,1,1
1086210100,SN_ギルティブラッドメイデン・ブラー,sleeve_1086210100,4200,0,1,1,1,1,1,1,1,1,1
1086410110,SN_闇夜の姫・ヴァンピィ_進化後,sleeve_1086410110,4400,0,1,1,1,1,1,1,1,1,1
