emblem_id,is_special,name,path,category_id,locale_jpn,locale_eng,locale_kor,locale_chs,locale_cht,locale_fre,locale_ita,locale_ger,locale_spa
101211140,0,EM_アドミラル,em_101211140,4000,1,1,1,1,1,1,1,1,1
101214030,0,EM_ジャイアントスレイヤー,em_101214030,4000,1,1,1,1,1,1,1,1,1
1012310200,0,EM_ドラゴニュート・シャルロット,em_1012310200,4500,1,1,1,1,1,1,1,1,1
101232010,0,EM_騎士王の威光,em_101232010,4000,1,1,1,1,1,1,1,1,1
1012340200,0,EM_アルビダの号令,em_1012340200,4500,1,1,1,1,1,1,1,1,1
101241020,0,EM_ロイヤルセイバー・オーレリア,em_101241020,4000,1,1,1,1,1,1,1,1,1
101321030,0,EM_ウィッチクラフト・マギサ,em_101321030,4000,1,1,1,1,1,1,1,1,1
101333010,0,EM_ノノの秘密研究室,em_101333010,4000,1,1,1,1,1,1,1,1,1
101341010,0,EM_ミスリルゴーレム,em_101341010,4000,1,1,1,1,1,1,1,1,1
101411030,0,EM_ドラゴンナイト・アイラ,em_101411030,4000,1,1,1,1,1,1,1,1,1
101421040,0,EM_リヴァイアサン,em_101421040,4000,1,1,1,1,1,1,1,1,1
1014310200,0,EM_ジェネシスドラゴン,em_1014310200,4500,1,1,1,1,1,1,1,1,1
101431060,0,EM_ハイドラ,em_101431060,4000,1,1,1,1,1,1,1,1,1
101441030,0,EM_ジルニトラ,em_101441030,4000,1,1,1,1,1,1,1,1,1
1015340300,0,EM_死の祝福,em_1015340300,4500,1,1,1,1,1,1,1,1,1
101541010,0,EM_ケルベロス,em_101541010,4000,1,1,1,1,1,1,1,1,1
101541020,0,EM_骸の王,em_101541020,4000,1,1,1,1,1,1,1,1,1
101621050,0,EM_アルカード,em_101621050,4000,1,1,1,1,1,1,1,1,1
101631060,0,EM_メドゥーサ,em_101631060,4000,1,1,1,1,1,1,1,1,1
101641020,0,EM_ソウルディーラー,em_101641020,4000,1,1,1,1,1,1,1,1,1
101711080,0,EM_マスクジャイアント,em_101711080,4000,1,1,1,1,1,1,1,1,1
101723010,0,EM_詠唱：聖獅子の牙,em_101723010,4000,1,1,1,1,1,1,1,1,1
101733020,0,EM_詠唱：神域の守護者,em_101733020,4000,1,1,1,1,1,1,1,1,1
101741030,0,EM_ジャンヌダルク,em_101741030,4000,1,1,1,1,1,1,1,1,1
900241010,0,EM_乙姫お守り隊,em_900241010,4200,1,1,1,1,1,1,1,1,1
900511010,0,EM_スケルトン,em_900511010,4000,1,1,1,1,1,1,1,1,1
900044020,0,EM_アスタロトの宣告,em_900044020,4500,1,1,1,1,1,1,1,1,1
1020110100,0,EM_インペリアルマンモス,em_1020110100,4500,1,1,1,1,1,1,1,1,1
102041010,0,EM_ダークエンジェル・オリヴィエ,em_102041010,4100,1,1,1,1,1,1,1,1,1
102041020,0,EM_オーディン,em_102041020,4100,1,1,1,1,1,1,1,1,1
102131030,0,EM_エルフの少女・リザ,em_102131030,4200,1,1,1,1,1,1,1,1,1
102141010,0,EM_クリスタリアプリンセス・ティア,em_102141010,4100,1,1,1,1,1,1,1,1,1
1022310300,0,EM_レオニダス,em_1022310300,4500,1,1,1,1,1,1,1,1,1
102241010,0,EM_アレキサンダー,em_102241010,4100,1,1,1,1,1,1,1,1,1
1023110500,0,EM_ベビーウィッチ・エミル,em_1023110500,4500,1,1,1,1,1,1,1,1,1
102341010,0,EM_太陽の巫女・パメラ,em_102341010,4100,1,1,1,1,1,1,1,1,1
102442010,0,EM_竜呼びの笛,em_102442010,4100,1,1,1,1,1,1,1,1,1
1025110100,0,EM_ダークコンジュラー,em_1025110100,4500,1,1,1,1,1,1,1,1,1
1025210100,0,EM_カローン,em_1025210100,4500,1,1,1,1,1,1,1,1,1
102541010,0,EM_蝿の王,em_102541010,4100,1,1,1,1,1,1,1,1,1
1026310100,0,EM_アザゼル,em_1026310100,4500,1,1,1,1,1,1,1,1,1
102641010,0,EM_ブラッディ・メアリー,em_102641010,4100,1,1,1,1,1,1,1,1,1
1027310100,0,EM_カグヤ,em_1027310100,4500,1,1,1,1,1,1,1,1,1
102732020,0,EM_エイラの祈祷,em_102732020,4200,1,1,1,1,1,1,1,1,1
102743010,0,EM_封じられし熾天使,em_102743010,4100,1,1,1,1,1,1,1,1,1
103011060,0,EM_ハンサ,em_103011060,4200,1,1,1,1,1,1,1,1,1
103021020,0,EM_歴戦の傭兵・フィーナ,em_103021020,4200,1,1,1,1,1,1,1,1,1
103041010,0,EM_バハムート,em_103041010,4100,1,1,1,1,1,1,1,1,1
103041020,0,EM_サハクィエル,em_103041020,4100,1,1,1,1,1,1,1,1,1
103121030,0,EM_クリスタリア・リリィ,em_103121030,4200,1,1,1,1,1,1,1,1,1
103141010,0,EM_古き森の白狼,em_103141010,4100,1,1,1,1,1,1,1,1,1
103241010,0,EM_レヴィオンセイバー・アルベール,em_103241010,4100,1,1,1,1,1,1,1,1,1
1033310200,0,EM_プリンセスマナリア・アン,em_1033310200,4500,1,1,1,1,1,1,1,1,1
103341010,0,EM_次元の魔女・ドロシー,em_103341010,4100,1,1,1,1,1,1,1,1,1
103431030,0,EM_伊達政宗,em_103431030,4200,1,1,1,1,1,1,1,1,1
103441010,0,EM_インペリアルドラグーン,em_103441010,4100,1,1,1,1,1,1,1,1,1
103521040,0,EM_冥守の戦士・カムラ,em_103521040,4200,1,1,1,1,1,1,1,1,1
103541010,0,EM_ネフティス,em_103541010,4100,1,1,1,1,1,1,1,1,1
103631030,0,EM_マステマ,em_103631030,4200,1,1,1,1,1,1,1,1,1
103641010,0,EM_血餓の女帝,em_103641010,4100,1,1,1,1,1,1,1,1,1
1037110500,0,EM_フロッグクレリック,em_1037110500,4500,1,1,1,1,1,1,1,1,1
103741010,0,EM_狂信の偶像,em_103741010,4100,1,1,1,1,1,1,1,1,1
900021010,0,EM_アルティメットキャロット,em_900021010,4400,1,1,1,1,1,1,1,1,1
1040310100,0,EM_癒しの奏者・アンリエット,em_1040310100,4500,1,1,1,1,1,1,1,1,1
1040310200,0,EM_風の軍神・グリームニル,em_1040310200,4500,1,1,1,1,1,1,1,1,1
1040410100,0,EM_ゼウス,em_1040410100,4100,1,1,1,1,1,1,1,1,1
1040410200,0,EM_イスラーフィール,em_1040410200,4100,1,1,1,1,1,1,1,1,1
1041410100,0,EM_エルフクイーン,em_1041410100,4100,1,1,1,1,1,1,1,1,1
1041410200,0,EM_深き森の異形,em_1041410200,4100,1,1,1,1,1,1,1,1,1
104231030,0,EM_キャプテン・ヴァルフリート,em_104231030,4200,1,1,1,1,1,1,1,1,1
1042410100,0,EM_不滅の英雄・ローラン,em_1042410100,4100,1,1,1,1,1,1,1,1,1
1042410200,0,EM_円卓の騎士・ガウェイン,em_1042410200,4100,1,1,1,1,1,1,1,1,1
104321020,0,EM_学院の新入生・ルゥ,em_104321020,4200,1,1,1,1,1,1,1,1,1
1043410100,0,EM_言霊遣い・ジンジャー,em_1043410100,4100,1,1,1,1,1,1,1,1,1
1043410200,0,EM_魔導の巨兵,em_1043410200,4100,1,1,1,1,1,1,1,1,1
1044310200,0,EM_不死鳥の乗り手・アイナ,em_1044310200,4500,1,1,1,1,1,1,1,1,1
104431030,0,EM_ラハブ,em_104431030,4200,1,1,1,1,1,1,1,1,1
1044410100,0,EM_水竜神の巫女,em_1044410100,4100,1,1,1,1,1,1,1,1,1
1044410200,0,EM_ウロボロス,em_1044410200,4100,1,1,1,1,1,1,1,1,1
104531020,0,EM_破魂の少女,em_104531020,4200,1,1,1,1,1,1,1,1,1
1045410100,0,EM_魂の番人・ミント,em_1045410100,4100,1,1,1,1,1,1,1,1,1
1045410200,0,EM_魔将軍・ヘクター,em_1045410200,4100,1,1,1,1,1,1,1,1,1
104621020,0,EM_バフォメット,em_104621020,4200,1,1,1,1,1,1,1,1,1
1046410100,0,EM_ベルフェゴール,em_1046410100,4100,1,1,1,1,1,1,1,1,1
1046410200,0,EM_メイルストロームサーペント,em_1046410200,4100,1,1,1,1,1,1,1,1,1
104721020,0,EM_黄金都市の墓守・ソニア,em_104721020,4200,1,1,1,1,1,1,1,1,1
1047410100,0,EM_ダークジャンヌ,em_1047410100,4100,1,1,1,1,1,1,1,1,1
1047410200,0,EM_ヘヴンリーイージス,em_1047410200,4100,1,1,1,1,1,1,1,1,1
1050140100,0,EM_卵の大爆発,em_1050140100,4500,1,1,1,1,1,1,1,1,1
1050310200,0,EM_白猫の賢者・スノウ,em_1050310200,4200,1,1,1,1,1,1,1,1,1
1050310300,0,EM_ヘクトル,em_1050310300,4500,1,1,1,1,1,1,1,1,1
1050410100,0,EM_不思議の探求者・アリス,em_1050410100,4100,1,1,1,1,1,1,1,1,1
1050410200,0,EM_魔海の女王,em_1050410200,4100,1,1,1,1,1,1,1,1,1
1051110100,0,EM_フラワープリンセス,em_1051110100,4500,1,1,1,1,1,1,1,1,1
1051210100,0,EM_アックスガール・アビー,em_1051210100,4500,1,1,1,1,1,1,1,1,1
1051310100,0,EM_大魔法の妖精・リラ,em_1051310100,4200,1,1,1,1,1,1,1,1,1
1051410100,0,EM_ビューティ＆ビースト,em_1051410100,4100,1,1,1,1,1,1,1,1,1
1051410200,0,EM_フェアリードラゴン,em_1051410200,4100,1,1,1,1,1,1,1,1,1
1052210300,0,EM_刃ネズミ,em_1052210300,4200,1,1,1,1,1,1,1,1,1
1052310200,0,EM_銀嶺の秘剣士,em_1052310200,4500,1,1,1,1,1,1,1,1,1
1052410100,0,EM_シンデレラ,em_1052410100,4100,1,1,1,1,1,1,1,1,1
1052410200,0,EM_古の英雄,em_1052410200,4100,1,1,1,1,1,1,1,1,1
1053210100,0,EM_幻影使い,em_1053210100,4500,1,1,1,1,1,1,1,1,1
1053310200,0,EM_偉大なる魔術師・レヴィ,em_1053310200,4500,1,1,1,1,1,1,1,1,1
1053410100,0,EM_オズの大魔女,em_1053410100,4100,1,1,1,1,1,1,1,1,1
1053410200,0,EM_呼び覚まされし禁忌,em_1053410200,4100,1,1,1,1,1,1,1,1,1
1054210100,0,EM_ヒッポグリフの乗り手,em_1054210100,4500,1,1,1,1,1,1,1,1,1
1054210300,0,EM_フォートレスキャンサー,em_1054210300,4200,1,1,1,1,1,1,1,1,1
1054410100,0,EM_天窮の竜神,em_1054410100,4100,1,1,1,1,1,1,1,1,1
1054410200,0,EM_ジャバウォック,em_1054410200,4100,1,1,1,1,1,1,1,1,1
1055110300,0,EM_スケルトンオーガ,em_1055110300,4500,1,1,1,1,1,1,1,1,1
1055310200,0,EM_ジェド・マロース,em_1055310200,4200,1,1,1,1,1,1,1,1,1
1055410100,0,EM_ダークアリス,em_1055410100,4100,1,1,1,1,1,1,1,1,1
1055410200,0,EM_災厄の屍王,em_1055410200,4100,1,1,1,1,1,1,1,1,1
1056210100,0,EM_緋色の剣士,em_1056210100,4200,1,1,1,1,1,1,1,1,1
1056210200,0,EM_狼少年,em_1056210200,4500,1,1,1,1,1,1,1,1,1
1056310100,0,EM_デモンオフィサー・エメラダ,em_1056310100,4500,1,1,1,1,1,1,1,1,1
1056410100,0,EM_邪悪なる妖精・カラボス,em_1056410100,4100,1,1,1,1,1,1,1,1,1
1056410200,0,EM_昏き底より出でる者,em_1056410200,4100,1,1,1,1,1,1,1,1,1
1057230100,0,EM_三月ウサギのお茶会,em_1057230100,4500,1,1,1,1,1,1,1,1,1
1057410100,0,EM_スノーホワイトプリンセス,em_1057410100,4100,1,1,1,1,1,1,1,1,1
1057410200,0,EM_黄金郷の獅子,em_1057410200,4100,1,1,1,1,1,1,1,1,1
1060410100,0,EM_ロキ,em_1060410100,4100,1,1,1,1,1,1,1,1,1
1060410200,0,EM_ゾディアックデーモン,em_1060410200,4100,1,1,1,1,1,1,1,1,1
1061310200,0,EM_魔族の少年・ザイン,em_1061310200,4200,1,1,1,1,1,1,1,1,1
1061410100,0,EM_カシオペア,em_1061410100,4100,1,1,1,1,1,1,1,1,1
1061410200,0,EM_キングエレファント,em_1061410200,4100,1,1,1,1,1,1,1,1,1
1062310200,0,EM_ペルセウス,em_1062310200,4500,1,1,1,1,1,1,1,1,1
1062410100,0,EM_静かなる炎将・マーズ,em_1062410100,4100,1,1,1,1,1,1,1,1,1
1062410200,0,EM_バルバロッサ,em_1062410200,4100,1,1,1,1,1,1,1,1,1
1063310200,0,EM_暴威のゴーレム,em_1063310200,4200,1,1,1,1,1,1,1,1,1
1063410100,0,EM_星読みの魔女・ステラ,em_1063410100,4100,1,1,1,1,1,1,1,1,1
1063410200,0,EM_ギガントキマイラ,em_1063410200,4100,1,1,1,1,1,1,1,1,1
1064110100,0,EM_竜を育む者・マチルダ,em_1064110100,4200,1,1,1,1,1,1,1,1,1
1064410100,0,EM_原初の竜使い,em_1064410100,4100,1,1,1,1,1,1,1,1,1
1064410200,0,EM_ピュートーン,em_1064410200,4100,1,1,1,1,1,1,1,1,1
1065110300,0,EM_ベレヌス,em_1065110300,4500,1,1,1,1,1,1,1,1,1
1065310200,0,EM_アンドレアルフス,em_1065310200,4200,1,1,1,1,1,1,1,1,1
1065410100,0,EM_トワイライトクイーン,em_1065410100,4100,1,1,1,1,1,1,1,1,1
1065410200,0,EM_滅殺の鎧,em_1065410200,4100,1,1,1,1,1,1,1,1,1
1066210200,0,EM_フェンリル,em_1066210200,4200,1,1,1,1,1,1,1,1,1
1066410100,0,EM_毒牙の姫・メドゥーサ,em_1066410100,4100,1,1,1,1,1,1,1,1,1
1066410200,0,EM_ヨルムンガンド,em_1066410200,4100,1,1,1,1,1,1,1,1,1
1067310100,0,EM_アンドロメダ,em_1067310100,4200,1,1,1,1,1,1,1,1,1
1067410100,0,EM_白翼の守護神・アイテール,em_1067410100,4100,1,1,1,1,1,1,1,1,1
1067410200,0,EM_邪教の権化,em_1067410200,4100,1,1,1,1,1,1,1,1,1
1070110300,0,EM_ハッピーピッグ,em_1070110300,4500,1,1,1,1,1,1,1,1,1
1070210100,0,EM_ホーリーエンジェル・アルテア,em_1070210100,4200,1,1,1,1,1,1,1,1,1
1070310100,0,EM_輝く鐘・ベルエンジェル,em_1070310100,4500,1,1,1,1,1,1,1,1,1
1070410100,0,EM_クロノス,em_1070410100,4100,1,1,1,1,1,1,1,1,1
1070410200,0,EM_バイヴカハ,em_1070410200,4100,1,1,1,1,1,1,1,1,1
1071310100,0,EM_エルフの鍛冶師・レーネ,em_1071310100,4200,1,1,1,1,1,1,1,1,1
1071410100,0,EM_導きの妖精姫・アリア,em_1071410100,4100,1,1,1,1,1,1,1,1,1
1071410200,0,EM_インセクトキング,em_1071410200,4100,1,1,1,1,1,1,1,1,1
1072310100,0,EM_嵐の槍使い,em_1072310100,4200,1,1,1,1,1,1,1,1,1
1072410100,0,EM_ダークセイバー・メリッサ,em_1072410100,4100,1,1,1,1,1,1,1,1,1
1072410200,0,EM_騎士王・アーサー,em_1072410200,4100,1,1,1,1,1,1,1,1,1
1073310100,0,EM_マナリアの生徒会長・ハンナ,em_1073310100,4200,1,1,1,1,1,1,1,1,1
1073410100,0,EM_魔術の始祖・マナリア,em_1073410100,4100,1,1,1,1,1,1,1,1,1
1073410200,0,EM_白銀剣のゴーレム,em_1073410200,4100,1,1,1,1,1,1,1,1,1
1074210200,0,EM_塔の守護竜・アデール,em_1074210200,4200,1,1,1,1,1,1,1,1,1
1074410100,0,EM_竜の炎・ジルニトラ,em_1074410100,4100,1,1,1,1,1,1,1,1,1
1074410200,0,EM_アジ・ダハーカ,em_1074410200,4100,1,1,1,1,1,1,1,1,1
1075310200,0,EM_スケルトンプリンス,em_1075310200,4500,1,1,1,1,1,1,1,1,1
1075410100,0,EM_冥守の長・アイシャ,em_1075410100,4100,1,1,1,1,1,1,1,1,1
1075410200,0,EM_死の淵に立つ者,em_1075410200,4100,1,1,1,1,1,1,1,1,1
1076410100,0,EM_ヴァルプルギスナハト,em_1076410100,4100,1,1,1,1,1,1,1,1,1
1076410200,0,EM_ディアボロス・プセマ,em_1076410200,4100,1,1,1,1,1,1,1,1,1
1077410100,0,EM_希望導く聖乙女・ジャンヌ,em_1077410100,4100,1,1,1,1,1,1,1,1,1
1077410200,0,EM_ヘヴンリーナイト,em_1077410200,4100,1,1,1,1,1,1,1,1,1
1078210600,0,EM_復讐の人形遣い・ノア,em_1078210600,4200,1,1,1,1,1,1,1,1,1
1078310300,0,EM_銀車の回し手,em_1078310300,4500,1,1,1,1,1,1,1,1,1
1078410100,0,EM_マグナレガシー,em_1078410100,4100,1,1,1,1,1,1,1,1,1
1078410200,0,EM_神秘の番人・スピネ,em_1078410200,4100,1,1,1,1,1,1,1,1,1
1078410300,0,EM_デウスエクスマキナ,em_1078410300,4100,1,1,1,1,1,1,1,1,1
1078410310,0,EM_デウスエクスマキナ,em_1078410310,4400,1,1,1,1,1,1,1,1,1
900811030,0,EM_アナライズアーティファクト,em_900811030,4500,1,1,1,1,1,1,1,1,1
1080110200,0,EM_タルトマン,em_1080110200,4200,1,1,1,1,1,1,1,1,1
1080410100,0,EM_マルドゥーク,em_1080410100,4100,1,1,1,1,1,1,1,1,1
1081210100,0,EM_オシャレ女王・ネルシャ,em_1081210100,4500,1,1,1,1,1,1,1,1,1
1081410100,0,EM_ユグドラシル,em_1081410100,4100,1,1,1,1,1,1,1,1,1
1081410200,0,EM_ホワイトヴァナラ,em_1081410200,4100,1,1,1,1,1,1,1,1,1
1081410300,0,EM_翠嵐の斧使い,em_1081410300,4100,1,1,1,1,1,1,1,1,1
1082110100,0,EM_アックスプリンセス,em_1082110100,4500,1,1,1,1,1,1,1,1,1
1082210300,0,EM_魔導狙撃士・ワルツ,em_1082210300,4200,1,1,1,1,1,1,1,1,1
1082410100,0,EM_空の指揮官・セリア,em_1082410100,4100,1,1,1,1,1,1,1,1,1
1082410200,0,EM_スカイフォートレス,em_1082410200,4100,1,1,1,1,1,1,1,1,1
1082410300,0,EM_スパルタクス,em_1082410300,4100,1,1,1,1,1,1,1,1,1
1083310100,0,EM_キングスノーマン,em_1083310100,4500,1,1,1,1,1,1,1,1,1
1083410100,0,EM_宿命の語り部・ルーニィ,em_1083410100,4100,1,1,1,1,1,1,1,1,1
1083410200,0,EM_無貌の魔女,em_1083410200,4100,1,1,1,1,1,1,1,1,1
1083410300,0,EM_真実の究明者・ファウスト,em_1083410300,4100,1,1,1,1,1,1,1,1,1
1084410100,0,EM_ドラゴニックメイル・ギルヴァ,em_1084410100,4100,1,1,1,1,1,1,1,1,1
1084410200,0,EM_リントヴルム,em_1084410200,4100,1,1,1,1,1,1,1,1,1
1084410300,0,EM_銀氷のドラゴニュート・フィルレイン,em_1084410300,4100,1,1,1,1,1,1,1,1,1
1085310200,0,EM_常闇の梟,em_1085310200,4200,1,1,1,1,1,1,1,1,1
1085410100,0,EM_永劫を求む者・ケリドウェン,em_1085410100,4100,1,1,1,1,1,1,1,1,1
1085410200,0,EM_最果ての骸,em_1085410200,4100,1,1,1,1,1,1,1,1,1
1085410300,0,EM_幽霊支配人・アーカス,em_1085410300,4100,1,1,1,1,1,1,1,1,1
1086210100,0,EM_ギルティブラッドメイデン・ブラー,em_1086210100,4200,1,1,1,1,1,1,1,1,1
1086310100,0,EM_血統の王,em_1086310100,4500,1,1,1,1,1,1,1,1,1
1086410100,0,EM_闇夜の姫・ヴァンピィ,em_1086410100,4100,1,1,1,1,1,1,1,1,1
1086410110,0,EM_闇夜の姫・ヴァンピィ_進化後,em_1086410110,4400,1,1,1,1,1,1,1,1,1
1086410200,0,EM_闇喰らいの蝙蝠,em_1086410200,4100,1,1,1,1,1,1,1,1,1
1086410300,0,EM_人狼の王・ヴァルツ,em_1086410300,4100,1,1,1,1,1,1,1,1,1
1086410310,0,EM_人狼の王・ヴァルツ,em_1086410310,4400,1,1,1,1,1,1,1,1,1
1087320100,0,EM_天狐の社,em_1087320100,4200,1,1,1,1,1,1,1,1,1
1087410100,0,EM_神の盾・ブローディア,em_1087410100,4100,1,1,1,1,1,1,1,1,1
1087410200,0,EM_ケリュネイア,em_1087410200,4100,1,1,1,1,1,1,1,1,1
1087410300,0,EM_ツタンカーメン,em_1087410300,4100,1,1,1,1,1,1,1,1,1
1088210100,0,EM_造られし命・ミリアム,em_1088210100,4500,1,1,1,1,1,1,1,1,1
1088310100,0,EM_殺戮の人形・ツヴァイ,em_1088310100,4200,1,1,1,1,1,1,1,1,1
1088310200,0,EM_狭間の悪魔,em_1088310200,4500,1,1,1,1,1,1,1,1,1
1088410100,0,EM_人形の少女・オーキス,em_1088410100,4100,1,1,1,1,1,1,1,1,1
1088410200,0,EM_消し去るもの,em_1088410200,4100,1,1,1,1,1,1,1,1,1
1088410300,0,EM_魔導電磁サイ,em_1088410300,4100,1,1,1,1,1,1,1,1,1
900041040,0,EM_アマテラス,em_900041040,4100,1,1,1,1,1,1,1,1,1
900041050,0,EM_ツクヨミ,em_900041050,4100,1,1,1,1,1,1,1,1,1
900144020,0,EM_万象の加護,em_900144020,4400,1,1,1,1,1,1,1,1,1
900231020,0,EM_黒の女王・マグナス,em_900231020,4500,1,1,1,1,1,1,1,1,1
900241030,0,EM_絶望の使者・セリア,em_900241030,4500,1,1,1,1,1,1,1,1,1
900331030,0,EM_オニオン軍団,em_900331030,4500,1,1,1,1,1,1,1,1,1
900444010,0,EM_銀氷の吐息,em_900444010,4400,1,1,1,1,1,1,1,1,1
900641030,0,EM_ブラッドクイーン・ヴァンピィ,em_900641030,4400,1,1,1,1,1,1,1,1,1
900841020,0,EM_決意の人形・オーキス,em_900841020,4500,1,1,1,1,1,1,1,1,1
1090210100,0,EM_蒼天の守護騎士・カタリナ,em_1090210100,4500,1,1,1,1,1,1,1,1,1
1090410100,0,EM_プロトバハムート,em_1090410100,4100,1,1,1,1,1,1,1,1,1
1090410110,0,EM_プロトバハムート_進化後,em_1090410110,4400,1,1,1,1,1,1,1,1,1
1090410200,0,EM_レジェンダリーファイター,em_1090410200,4100,1,1,1,1,1,1,1,1,1
1091210100,0,EM_神箭の射手・スーテラ,em_1091210100,4200,1,1,1,1,1,1,1,1,1
1091410100,0,EM_絢爛の紡ぎ手・コルワ,em_1091410100,4100,1,1,1,1,1,1,1,1,1
1091410200,0,EM_神殺しの狩人・セルウィン,em_1091410200,4100,1,1,1,1,1,1,1,1,1
1091410300,0,EM_天喰らう異形,em_1091410300,4100,1,1,1,1,1,1,1,1,1
1092410100,0,EM_真紅の穿光・ゼタ,em_1092410100,4100,1,1,1,1,1,1,1,1,1
1092410200,0,EM_高潔なる騎士・レイサム,em_1092410200,4100,1,1,1,1,1,1,1,1,1
